Date,ALLO
2019-11-22,27.010000228881836
2019-11-25,26.440000534057617
2019-11-26,27.600000381469727
2019-11-27,28.06999969482422
2019-11-29,28.18000030517578
2019-12-02,28.290000915527344
2019-12-03,28.40999984741211
2019-12-04,29.479999542236328
2019-12-05,29.540000915527344
2019-12-06,31.399999618530273
2019-12-09,31.149999618530273
2019-12-10,29.6299991607666
2019-12-11,27.969999313354492
2019-12-12,27.739999771118164
2019-12-13,27.09000015258789
2019-12-16,27.040000915527344
2019-12-17,27.190000534057617
2019-12-18,27.459999084472656
2019-12-19,27.0
2019-12-20,26.579999923706055
2019-12-23,26.770000457763672
2019-12-24,26.989999771118164
2019-12-26,26.1299991607666
2019-12-27,26.31999969482422
2019-12-30,25.959999084472656
2019-12-31,25.979999542236328
2020-01-02,26.219999313354492
2020-01-03,25.950000762939453
2020-01-06,26.360000610351562
2020-01-07,26.020000457763672
2020-01-08,26.530000686645508
2020-01-09,26.260000228881836
2020-01-10,26.139999389648438
2020-01-13,25.530000686645508
2020-01-14,26.149999618530273
2020-01-15,26.6200008392334
2020-01-16,26.959999084472656
2020-01-17,25.31999969482422
2020-01-21,25.520000457763672
2020-01-22,25.43000030517578
2020-01-23,24.719999313354492
2020-01-24,23.40999984741211
2020-01-27,22.639999389648438
2020-01-28,22.56999969482422
2020-01-29,22.020000457763672
2020-01-30,22.1200008392334
2020-01-31,21.719999313354492
2020-02-03,21.860000610351562
2020-02-04,22.200000762939453
2020-02-05,22.25
2020-02-06,23.770000457763672
2020-02-07,23.709999084472656
2020-02-10,23.899999618530273
2020-02-11,23.420000076293945
2020-02-12,23.549999237060547
2020-02-13,23.3799991607666
2020-02-14,23.610000610351562
2020-02-18,24.25
2020-02-19,25.299999237060547
2020-02-20,25.719999313354492
2020-02-21,26.010000228881836
2020-02-24,24.950000762939453
2020-02-25,24.920000076293945
2020-02-26,25.450000762939453
2020-02-27,25.920000076293945
2020-02-28,27.0
2020-03-02,27.6200008392334
2020-03-03,27.510000228881836
2020-03-04,28.25
2020-03-05,27.770000457763672
2020-03-06,27.010000228881836
2020-03-09,25.31999969482422
2020-03-10,25.979999542236328
2020-03-11,25.049999237060547
2020-03-12,21.06999969482422
2020-03-13,22.049999237060547
2020-03-16,18.3799991607666
2020-03-17,19.209999084472656
2020-03-18,18.219999313354492
2020-03-19,20.290000915527344
2020-03-20,19.25
2020-03-23,19.010000228881836
2020-03-24,19.940000534057617
2020-03-25,19.809999465942383
2020-03-26,20.25
2020-03-27,19.920000076293945
2020-03-30,20.079999923706055
2020-03-31,19.440000534057617
2020-04-01,18.389999389648438
2020-04-02,19.100000381469727
2020-04-03,18.889999389648438
2020-04-06,21.110000610351562
2020-04-07,20.329999923706055
2020-04-08,20.850000381469727
2020-04-09,22.690000534057617
2020-04-13,23.420000076293945
2020-04-14,24.940000534057617
2020-04-15,25.670000076293945
2020-04-16,26.059999465942383
2020-04-17,27.6200008392334
2020-04-20,27.889999389648438
2020-04-21,26.049999237060547
2020-04-22,27.530000686645508
2020-04-23,27.940000534057617
2020-04-24,29.600000381469727
2020-04-27,28.780000686645508
2020-04-28,26.6200008392334
2020-04-29,28.200000762939453
2020-04-30,28.899999618530273
2020-05-01,28.450000762939453
2020-05-04,31.68000030517578
2020-05-05,30.860000610351562
2020-05-06,30.06999969482422
2020-05-07,30.579999923706055
2020-05-08,31.40999984741211
2020-05-11,33.400001525878906
2020-05-12,32.540000915527344
2020-05-13,30.979999542236328
2020-05-14,42.119998931884766
2020-05-15,44.90999984741211
2020-05-18,48.34000015258789
2020-05-19,48.150001525878906
2020-05-20,48.599998474121094
2020-05-21,50.20000076293945
2020-05-22,54.040000915527344
2020-05-26,49.349998474121094
2020-05-27,48.9900016784668
2020-05-28,46.540000915527344
2020-05-29,48.15999984741211
2020-06-01,48.939998626708984
2020-06-02,47.459999084472656
2020-06-03,46.36000061035156
2020-06-04,43.0
2020-06-05,42.630001068115234
2020-06-08,42.560001373291016
2020-06-09,43.04999923706055
2020-06-10,44.029998779296875
2020-06-11,41.0
2020-06-12,40.4900016784668
2020-06-15,42.0099983215332
2020-06-16,42.04999923706055
2020-06-17,41.900001525878906
2020-06-18,41.79999923706055
2020-06-19,39.900001525878906
2020-06-22,42.70000076293945
2020-06-23,43.599998474121094
2020-06-24,43.349998474121094
2020-06-25,43.97999954223633
2020-06-26,42.959999084472656
2020-06-29,41.86000061035156
2020-06-30,42.81999969482422
2020-07-01,42.619998931884766
2020-07-02,44.959999084472656
2020-07-06,44.459999084472656
2020-07-07,44.08000183105469
2020-07-08,44.220001220703125
2020-07-09,44.029998779296875
2020-07-10,42.81999969482422
2020-07-13,40.47999954223633
2020-07-14,41.04999923706055
2020-07-15,41.59000015258789
2020-07-16,41.5099983215332
2020-07-17,42.5
2020-07-20,43.0099983215332
2020-07-21,41.439998626708984
2020-07-22,40.20000076293945
2020-07-23,39.45000076293945
2020-07-24,38.56999969482422
2020-07-27,39.209999084472656
2020-07-28,38.0
2020-07-29,37.7400016784668
2020-07-30,38.119998931884766
2020-07-31,36.66999816894531
2020-08-03,37.58000183105469
2020-08-04,37.08000183105469
2020-08-05,38.45000076293945
2020-08-06,37.20000076293945
2020-08-07,37.630001068115234
2020-08-10,36.849998474121094
2020-08-11,35.68000030517578
2020-08-12,35.47999954223633
2020-08-13,37.27000045776367
2020-08-14,36.93000030517578
2020-08-17,38.9900016784668
2020-08-18,37.06999969482422
2020-08-19,36.790000915527344
2020-08-20,36.529998779296875
2020-08-21,36.41999816894531
2020-08-24,34.689998626708984
2020-08-25,35.349998474121094
2020-08-26,34.70000076293945
2020-08-27,34.689998626708984
2020-08-28,34.9900016784668
2020-08-31,35.650001525878906
2020-09-01,34.70000076293945
2020-09-02,33.86000061035156
2020-09-03,33.52000045776367
2020-09-04,33.029998779296875
2020-09-08,33.02000045776367
2020-09-09,33.86000061035156
2020-09-10,32.900001525878906
2020-09-11,32.380001068115234
2020-09-14,35.349998474121094
2020-09-15,35.61000061035156
2020-09-16,36.310001373291016
2020-09-17,37.18000030517578
2020-09-18,38.0
2020-09-21,34.790000915527344
2020-09-22,35.97999954223633
2020-09-23,35.220001220703125
2020-09-24,34.779998779296875
2020-09-25,37.02000045776367
2020-09-28,37.2599983215332
2020-09-29,37.720001220703125
2020-09-30,37.709999084472656
2020-10-01,37.560001373291016
2020-10-02,36.58000183105469
2020-10-05,38.869998931884766
2020-10-06,39.2599983215332
2020-10-07,40.650001525878906
2020-10-08,40.45000076293945
2020-10-09,41.540000915527344
2020-10-12,41.84000015258789
2020-10-13,43.45000076293945
2020-10-14,43.16999816894531
2020-10-15,39.56999969482422
2020-10-16,39.22999954223633
2020-10-19,36.34000015258789
2020-10-20,35.849998474121094
2020-10-21,34.47999954223633
2020-10-22,35.34000015258789
2020-10-23,36.29999923706055
2020-10-26,35.7599983215332
2020-10-27,35.93000030517578
2020-10-28,35.18000030517578
2020-10-29,35.56999969482422
2020-10-30,33.91999816894531
2020-11-02,33.25
2020-11-03,33.790000915527344
2020-11-04,31.059999465942383
2020-11-05,29.799999237060547
2020-11-06,27.799999237060547
2020-11-09,27.8799991607666
2020-11-10,29.18000030517578
2020-11-11,30.09000015258789
2020-11-12,30.84000015258789
2020-11-13,32.06999969482422
2020-11-16,33.0099983215332
2020-11-17,33.08000183105469
2020-11-18,32.939998626708984
2020-11-19,32.130001068115234
2020-11-20,31.229999542236328
2020-11-23,30.600000381469727
2020-11-24,31.110000610351562
2020-11-25,31.809999465942383
2020-11-27,31.520000457763672
2020-11-30,31.049999237060547
2020-12-01,31.950000762939453
2020-12-02,31.5
2020-12-03,32.29999923706055
2020-12-04,33.650001525878906
2020-12-07,29.059999465942383
2020-12-08,29.450000762939453
2020-12-09,28.450000762939453
2020-12-10,27.420000076293945
2020-12-11,27.420000076293945
2020-12-14,28.0
2020-12-15,28.229999542236328
2020-12-16,27.09000015258789
2020-12-17,27.200000762939453
2020-12-18,27.139999389648438
2020-12-21,27.450000762939453
2020-12-22,27.549999237060547
2020-12-23,27.889999389648438
2020-12-24,27.329999923706055
2020-12-28,27.020000457763672
2020-12-29,26.950000762939453
2020-12-30,26.639999389648438
2020-12-31,25.239999771118164
2021-01-04,25.790000915527344
2021-01-05,25.860000610351562
2021-01-06,26.68000030517578
2021-01-07,27.90999984741211
2021-01-08,27.8700008392334
2021-01-11,27.979999542236328
2021-01-12,28.190000534057617
2021-01-13,27.15999984741211
2021-01-14,31.06999969482422
2021-01-15,32.38999938964844
2021-01-19,31.600000381469727
2021-01-20,31.56999969482422
2021-01-21,31.34000015258789
2021-01-22,30.760000228881836
2021-01-25,32.97999954223633
2021-01-26,34.16999816894531
2021-01-27,37.29999923706055
2021-01-28,34.5099983215332
2021-01-29,34.70000076293945
2021-02-01,35.61000061035156
2021-02-02,36.529998779296875
2021-02-03,34.040000915527344
2021-02-04,34.34000015258789
2021-02-05,35.220001220703125
2021-02-08,34.93000030517578
2021-02-09,33.900001525878906
2021-02-10,33.36000061035156
2021-02-11,34.400001525878906
2021-02-12,34.72999954223633
2021-02-16,33.36000061035156
2021-02-17,34.9900016784668
2021-02-18,34.290000915527344
2021-02-19,34.720001220703125
2021-02-22,34.27000045776367
2021-02-23,33.77000045776367
2021-02-24,34.439998626708984
2021-02-25,32.790000915527344
2021-02-26,34.709999084472656
2021-03-01,36.5
2021-03-02,34.61000061035156
2021-03-03,33.08000183105469
2021-03-04,32.43000030517578
2021-03-05,34.0
2021-03-08,35.459999084472656
2021-03-09,37.150001525878906
2021-03-10,38.43000030517578
2021-03-11,38.56999969482422
2021-03-12,38.47999954223633
2021-03-15,39.02000045776367
2021-03-16,38.16999816894531
2021-03-17,37.29999923706055
2021-03-18,36.54999923706055
2021-03-19,37.0099983215332
2021-03-22,37.86000061035156
2021-03-23,35.52000045776367
2021-03-24,33.18000030517578
2021-03-25,34.47999954223633
2021-03-26,33.779998779296875
2021-03-29,33.04999923706055
2021-03-30,33.43000030517578
2021-03-31,35.29999923706055
2021-04-01,34.93000030517578
2021-04-05,33.97999954223633
2021-04-06,33.380001068115234
2021-04-07,32.880001068115234
2021-04-08,33.650001525878906
2021-04-09,32.81999969482422
2021-04-12,29.579999923706055
2021-04-13,30.84000015258789
2021-04-14,32.150001525878906
2021-04-15,32.86000061035156
2021-04-16,32.5099983215332
2021-04-19,32.34000015258789
2021-04-20,32.58000183105469
2021-04-21,35.119998931884766
2021-04-22,34.77000045776367
2021-04-23,34.41999816894531
2021-04-26,35.13999938964844
2021-04-27,35.79999923706055
2021-04-28,34.90999984741211
2021-04-29,31.979999542236328
2021-04-30,30.920000076293945
2021-05-03,30.649999618530273
2021-05-04,29.389999389648438
2021-05-05,28.709999084472656
2021-05-06,29.170000076293945
2021-05-07,30.020000457763672
2021-05-10,28.979999542236328
2021-05-11,28.049999237060547
2021-05-12,27.950000762939453
2021-05-13,26.940000534057617
2021-05-14,27.5
2021-05-17,28.600000381469727
2021-05-18,29.920000076293945
2021-05-19,28.469999313354492
2021-05-20,26.850000381469727
2021-05-21,26.020000457763672
2021-05-24,25.18000030517578
2021-05-25,24.760000228881836
2021-05-26,25.200000762939453
2021-05-27,24.75
2021-05-28,25.700000762939453
2021-06-01,25.3700008392334
2021-06-02,24.829999923706055
2021-06-03,24.06999969482422
2021-06-04,23.809999465942383
2021-06-07,24.200000762939453
2021-06-08,24.649999618530273
2021-06-09,24.8700008392334
2021-06-10,25.760000228881836
2021-06-11,26.100000381469727
2021-06-14,25.3700008392334
2021-06-15,25.030000686645508
2021-06-16,25.280000686645508
2021-06-17,24.690000534057617
2021-06-18,24.479999542236328
2021-06-21,25.139999389648438
2021-06-22,23.950000762939453
2021-06-23,23.489999771118164
2021-06-24,24.15999984741211
2021-06-25,24.18000030517578
2021-06-28,25.549999237060547
2021-06-29,25.190000534057617
2021-06-30,26.079999923706055
2021-07-01,26.549999237060547
2021-07-02,26.280000686645508
2021-07-06,24.90999984741211
2021-07-07,24.09000015258789
2021-07-08,23.59000015258789
2021-07-09,24.100000381469727
2021-07-12,23.670000076293945
2021-07-13,23.020000457763672
2021-07-14,22.040000915527344
2021-07-15,22.350000381469727
2021-07-16,22.6299991607666
2021-07-19,22.280000686645508
2021-07-20,23.420000076293945
2021-07-21,22.649999618530273
2021-07-22,22.239999771118164
2021-07-23,22.049999237060547
2021-07-26,21.700000762939453
2021-07-27,21.610000610351562
2021-07-28,22.56999969482422
2021-07-29,22.3700008392334
2021-07-30,21.950000762939453
2021-08-02,22.59000015258789
2021-08-03,21.93000030517578
2021-08-04,22.1299991607666
2021-08-05,23.729999542236328
2021-08-06,23.399999618530273
2021-08-09,22.6299991607666
2021-08-10,22.030000686645508
2021-08-11,21.25
2021-08-12,21.170000076293945
2021-08-13,21.440000534057617
2021-08-16,21.149999618530273
2021-08-17,22.170000076293945
2021-08-18,21.760000228881836
2021-08-19,21.010000228881836
2021-08-20,23.450000762939453
2021-08-23,24.06999969482422
2021-08-24,24.260000228881836
2021-08-25,24.1299991607666
2021-08-26,23.739999771118164
2021-08-27,24.399999618530273
2021-08-30,24.149999618530273
2021-08-31,23.850000381469727
2021-09-01,24.780000686645508
2021-09-02,26.0
2021-09-03,25.469999313354492
2021-09-07,25.399999618530273
2021-09-08,25.149999618530273
2021-09-09,25.25
2021-09-10,24.739999771118164
2021-09-13,24.770000457763672
2021-09-14,24.860000610351562
2021-09-15,25.0
2021-09-16,24.510000228881836
2021-09-17,25.3799991607666
2021-09-20,24.8799991607666
2021-09-21,25.31999969482422
2021-09-22,25.670000076293945
2021-09-23,27.639999389648438
2021-09-24,25.65999984741211
2021-09-27,25.739999771118164
2021-09-28,25.290000915527344
2021-09-29,25.739999771118164
2021-09-30,25.700000762939453
2021-10-01,24.520000457763672
2021-10-04,24.270000457763672
2021-10-05,24.31999969482422
2021-10-06,23.969999313354492
2021-10-07,24.3799991607666
2021-10-08,13.130000114440918
2021-10-11,13.460000038146973
2021-10-12,13.430000305175781
2021-10-13,15.9399995803833
2021-10-14,17.170000076293945
2021-10-15,16.479999542236328
2021-10-18,15.729999542236328
2021-10-19,15.739999771118164
2021-10-20,15.819999694824219
2021-10-21,15.9399995803833
2021-10-22,15.819999694824219
2021-10-25,15.649999618530273
2021-10-26,16.020000457763672
2021-10-27,15.9399995803833
2021-10-28,17.149999618530273
2021-10-29,17.239999771118164
2021-11-01,18.739999771118164
2021-11-02,19.56999969482422
2021-11-03,20.15999984741211
2021-11-04,19.43000030517578
2021-11-05,20.139999389648438
2021-11-08,19.649999618530273
2021-11-09,19.0
2021-11-10,18.959999084472656
2021-11-11,19.229999542236328
2021-11-12,19.260000228881836
2021-11-15,18.8700008392334
2021-11-16,19.3700008392334
2021-11-17,19.020000457763672
2021-11-18,18.059999465942383
2021-11-19,18.809999465942383
2021-11-22,18.3799991607666
2021-11-23,18.520000457763672
2021-11-24,18.670000076293945
2021-11-26,17.979999542236328
2021-11-29,17.790000915527344
2021-11-30,18.489999771118164
2021-12-01,18.209999084472656
2021-12-02,19.09000015258789
2021-12-03,17.6200008392334
2021-12-06,17.219999313354492
2021-12-07,18.75
2021-12-08,18.90999984741211
2021-12-09,18.049999237060547
2021-12-10,18.030000686645508
2021-12-13,14.109999656677246
2021-12-14,14.300000190734863
2021-12-15,15.369999885559082
2021-12-16,14.800000190734863
2021-12-17,15.8100004196167
2021-12-20,15.479999542236328
2021-12-21,15.640000343322754
2021-12-22,15.510000228881836
2021-12-23,15.65999984741211
2021-12-27,15.399999618530273
2021-12-28,15.40999984741211
2021-12-29,15.350000381469727
2021-12-30,15.380000114440918
2021-12-31,14.920000076293945
2022-01-03,15.289999961853027
2022-01-04,14.489999771118164
2022-01-05,13.75
2022-01-06,13.609999656677246
2022-01-07,13.460000038146973
2022-01-10,12.199999809265137
2022-01-11,12.899999618530273
2022-01-12,12.329999923706055
2022-01-13,11.960000038146973
2022-01-14,13.279999732971191
2022-01-18,11.779999732971191
2022-01-19,11.680000305175781
2022-01-20,11.579999923706055
2022-01-21,11.359999656677246
2022-01-24,11.34000015258789
2022-01-25,11.359999656677246
2022-01-26,11.220000267028809
2022-01-27,10.5
2022-01-28,10.619999885559082
2022-01-31,11.449999809265137
2022-02-01,11.880000114440918
2022-02-02,11.109999656677246
2022-02-03,10.600000381469727
2022-02-04,11.020000457763672
2022-02-07,11.229999542236328
2022-02-08,10.800000190734863
2022-02-09,11.050000190734863
2022-02-10,10.619999885559082
2022-02-11,10.149999618530273
2022-02-14,9.979999542236328
2022-02-15,10.1899995803833
2022-02-16,10.15999984741211
2022-02-17,9.569999694824219
2022-02-18,9.300000190734863
2022-02-22,9.720000267028809
2022-02-23,9.170000076293945
2022-02-24,9.25
2022-02-25,9.430000305175781
2022-02-28,9.149999618530273
2022-03-01,8.59000015258789
2022-03-02,8.770000457763672
2022-03-03,8.600000381469727
2022-03-04,8.039999961853027
2022-03-07,8.020000457763672
2022-03-08,8.15999984741211
2022-03-09,8.819999694824219
2022-03-10,8.710000038146973
2022-03-11,8.170000076293945
2022-03-14,7.650000095367432
2022-03-15,7.800000190734863
2022-03-16,8.390000343322754
2022-03-17,9.0
2022-03-18,9.760000228881836
2022-03-21,9.489999771118164
2022-03-22,9.960000038146973
2022-03-23,9.6899995803833
2022-03-24,9.930000305175781
2022-03-25,9.649999618530273
2022-03-28,9.529999732971191
2022-03-29,10.039999961853027
2022-03-30,9.350000381469727
2022-03-31,9.109999656677246
2022-04-01,9.449999809265137
2022-04-04,9.949999809265137
2022-04-05,9.539999961853027
2022-04-06,9.479999542236328
2022-04-07,9.0600004196167
2022-04-08,8.84000015258789
2022-04-11,8.470000267028809
2022-04-12,8.510000228881836
2022-04-13,8.760000228881836
2022-04-14,8.25
2022-04-18,7.789999961853027
2022-04-19,7.949999809265137
2022-04-20,7.920000076293945
2022-04-21,7.610000133514404
2022-04-22,7.800000190734863
2022-04-25,8.300000190734863
2022-04-26,8.460000038146973
2022-04-27,8.390000343322754
2022-04-28,8.5
2022-04-29,8.350000381469727
2022-05-02,9.109999656677246
2022-05-03,9.039999961853027
2022-05-04,9.430000305175781
2022-05-05,9.25
2022-05-06,9.180000305175781
2022-05-09,7.329999923706055
2022-05-10,7.670000076293945
2022-05-11,6.78000020980835
2022-05-12,6.96999979019165
2022-05-13,7.230000019073486
2022-05-16,7.079999923706055
2022-05-17,7.599999904632568
2022-05-18,7.269999980926514
2022-05-19,7.550000190734863
2022-05-20,7.480000019073486
2022-05-23,7.460000038146973
2022-05-24,7.340000152587891
2022-05-25,7.360000133514404
2022-05-26,7.5
2022-05-27,8.0
2022-05-31,7.929999828338623
2022-06-01,7.699999809265137
2022-06-02,7.869999885559082
2022-06-03,8.319999694824219
2022-06-06,8.069999694824219
2022-06-07,9.489999771118164
2022-06-08,10.460000038146973
2022-06-09,10.75
2022-06-10,9.739999771118164
2022-06-13,8.850000381469727
2022-06-14,9.109999656677246
2022-06-15,9.619999885559082
2022-06-16,9.420000076293945
2022-06-17,10.960000038146973
2022-06-21,11.369999885559082
2022-06-22,11.960000038146973
2022-06-23,12.1899995803833
2022-06-24,12.279999732971191
2022-06-27,11.699999809265137
2022-06-28,11.479999542236328
2022-06-29,11.680000305175781
2022-06-30,11.399999618530273
2022-07-01,11.510000228881836
2022-07-05,11.760000228881836
2022-07-06,11.579999923706055
2022-07-07,11.710000038146973
2022-07-08,12.029999732971191
2022-07-11,11.100000381469727
2022-07-12,11.600000381469727
2022-07-13,12.239999771118164
